293,"Since I want to be married, a lot of time at my job at the mall is spent looking at different wedding dresses."
294,i hope to meet a significant other at my work some day
295,I met my husband at the mall.
296,"I hope that she enjoys activities that come with tourism, which will help me get back in the traveling after a brief pause after marriage."
297,I haven't traveled in a few years.
298,"That would be nice for you. I used to, but I don't travel any more now that I've settled down with my spouse."
299,my husband works as a doctor
300,She paid for my hospital bills.
301,My spouse if having an operation.  I've been here at the ER forever.
302,I have a dog that gets angry easily when I don't feed him meatloaf or steak when I'm cooking a nice family dinner.
303,We used to surf together when we were little.
304,Oh same! My oldest brother lives in a beach house!
305,My favorite memories from growing up were visiting the ocean with my older brothers and having them take me surfing.
306,I like to play tennis with my siblings.
307,My brother and sister and I all play tennis.  They are older so they taught me.
308,"I am pretty good with a racquet, which I learned from my siblings who are tennis pros. I learned early because I have an older brother and an older sister."
309,I am taking a year off before college so I can save money for a car.
310,What are you planing to do in the gap?
311,I need to get a car before I go to college.
312,It is important for me to go to the gym so I am in good physical shape or my job helping animals.
313,I also love taking my dogs for a run. I have four dogs at the moment.
314,"There is an advertising full of imagination, which is so charming that I want to live in an imaginary planet."
315,My job lets me be creative.
316,I wonder if we'll ever be able to communicate with aliens.
317,i think most women like shopping.
318,I buy a lot of plus size clothing.
319,It's hard for me to find clothes that fit me.
320,"I went to school on a football scholarship. I enjoy sports, and getting fresh air."
321,I have fond memories of being in college and playing sports in the warm spring air.
322,I like to stand as close to the stage as possible
323,I love music so much I go to a lot of concerts.
324,I love going anywhere.
325,"That's cool, do you like the company that you are currently working for?"
326,Now I work for myself.
327,"I mainly enjoy what I do for a living because I work for time warner, a billion dollar corporation, and I make lots of money."
328,Me too! What do you like to do with your friends
329,I am planning to move to a new state soon and I'm excited because I'll be moving near the Rocky Mountains which is perfect for me because I enjoy hiking.
330,i work as a chef in a restuarant
331,I have to go to cafes because I work so much.
332,I'll do anything to save money.
333,"I live in the tropics, though, so I have to fly."
334,I like to go on ski trips too.  I like to travel anywhere though.
335,I like to snack while crafting
336,They keep my hands busy so I don't eat as often.
337,When I'm home on weekends I have nothing to do and snack because I'm bored. I should take up crafts so I stop eating so much.
338,When I'm not with friends I am pursuing my life goals.
339,i like doing something more creative.
340,I like to read comics about sports.
341,I'm a teenager.  One day I want to go skydiving.
342,I had many dreams when I was a kid.
343,"I am just a kid, but I really like dangerous, thrill seeker-type sports—you know, the kind of stuff you gotta do before you get too old. In fact, I hope to get to go skydiving while I still can."
344,I love the fashion that people wear at the beach.
345,I know there's a lot of demand for suitable wear for beach sports. This is one of the reasons why I enjoy the fashion and beauty industries.
346,The fashion and beauty industries have come a long way when it comes to designing beachware for sports.
347,I've done great on my beach volleyball team during the summer which helps me observe new trends coming out in both the fashion and beauty industries.
348,I love watching professional beach volleyball and my girlfriend always picks up great bathing suit ideas from the players!
349,I like telling bad jokes to distract people from my awkward height.
350,Well if you are taller then those comments might be more good than bad at least.
351,"I always make fun fo my best friend for being too short in height. He thinks I'm joking, but I'm not."
352,I am enjoying university but I miss my dogs at home.
353,I am fresh into the post graduate world because I just graduated with my veterinary degree. I have always wanted to be an animal doctor because I love canines.
354,That sounds interesting.  I have always wanted to do post graduate in animals.
355,I like to watch sports whenever I can and it always makes me want to work out. I'm really a fitness junkie in every way.
356,I also like to do sports.
357,I like to get involved in sports to be fit.
358,"If you ever need to have it touched up, let me know because I'm a hair stylist. I have my own salon."
359,I like to change my hair color often.
360,"Cool, did you do it at home?"
361,I don't have time to cook since I'm always studying.
362,I eat dominos every day as I study.
363,"Studies have shown that the less educated people are, the worse their diets are, and I want to eat healthier."
364,I go out for breakfast every school day.  Because of this I am often late for class.
365,I don't like waking up early.
366,"I left my work to see the world, but I was compelled to return to my job because I love the work too much so once again I make software."
367,I do freelance work now and am a digital nomad.
368,Software work pays so well that I'm hoping to retire early so I can travel around the world before I'm too old.
369,But I also spend alot on things I don't need while in nature.
370,i enjoy nature and I am in debt.
371,I might wind up losing my house and living in a tent.
372,My siblings and I used to do that when we were younger.
373,I loved superhero conventions.
374,My sibling and I always dressed like batman and superman when we were little.
375,"I’m not a huge fan of Italian art, but it’s very helpful when it comes to teaching kids how to be creative and expressive."
376,I am a Spanish teacher for middle schoolers.
377,"That surprises me—I think it's such a beautiful language, I'm teaching my children to speak it. I think it's important for them to express their creativity and explore all aspects of life."
378,I enjoy playing music and I just got a job doing so at this restaurant that I go to all the time because going to restaurants is one of my favorite things to do.
379,i like listening to music at my favorite restaurant.
380,I like hearing bands at restaurants.  I really like going out to eat.
381,"My family lost our agricultural home some weeks ago so I am searching for employment. Whatever happens, though, I won't be homeless because I have a house in the midwest."
382,Whenever I visit back home in the midwest I go searching for temporary employment while I'm living there.
383,We bought a new home to replace it but it is nothing like the old one.
384,My freeloader happens to enjoy playing with my cats.
385,"I love my babies, but sometimes I think of them as freeloaders. When will they be old enough to get a job?"
386,"my cats are my freeloaders, but I love them."
387,i listen to it so much it affects my studying.
388,I need to stop listening to songs like jailhouse rock and study harder.
389,I spend too much time listening to music.
390,I like teaching my kids woodwork.
391,"I used to have a lot of crafty hobbies, but I don't have as much time for them now because my kids keep me busy."
392,"I like to work with my hands and I have always had an easy time finding jobs doing do, which is good because I have three sons and two daughters to take care of."
393,"I love to use oils to create vivid landscapes which many people admire, especially my mother. She's always been my biggest fan; when it comes to being supportive, there is nothing like my mother."
394,My mother likes arts and wishes she knows how to do oil paintings.
395,i used to take classes from my mom before she passed away.
396,I really am into Japanese food. What do you do for work though?
397,There are some Italian spices that I love.  The quality of them are so good.
398,I organize recipes on the internet.
399,"I wish I had more time to volunteer, but I have to make money. That's why I flip burgers at Mickey Dees for a living."
400,I wish I had time but I am always working
401,"But my job at mickey dees still gives me the weekends off, and that's when I volunteer at the homeless shelter."
402,I wear glasses when I watch the voice.
403,"I wish I had more time to exercise, because I've gotten very out of shape. Unfortunately I work 60 hours a week."
404,It is hard to find the time.
405,My siblings and I all have the same type of hair.
406,You'll be able to pick me out in a family picture. All my siblings have brown hair.
407,"Cool, I have siblings and we all have freckles.  I guess because of my family genes I'm a ginger."
408,"i know hippies have tattoos sometimes, do you have any? i have two"
409,"i have two tattoos, and i'm a hippie too"
410,"Some people think I'm a hippie because I have long hair, and because I have two tattoos."
411,I like doing cardio in general.
412,Skateboarding and skiing is fun.  I like to do a lot of physical things.
413,Skateboarding and skiing are my favorite forms of exercise. I like to do them often.
414,I am also a happy person and I like to sing when I am happy which is why I love karoke.
415,I like to sing when I am happy.
416,I love to sing songs on the radio when I'm in a good mood.
417,I was in love years ago but he left me. I get hit on a lot because of my cute laugh though.
418,"I am still in love with my ex boyfriend but he says he is annoyed by my quirks, like my laugh, but I don't understand because other people say I have a cute laugh."
419,My ex always liked the way I laughed.
420,I wish I could make art for a living.
421,I like to color with midday sky crayon when not working.
422,"It is nice to dream sometimes, isn't it? I do enjoy envisioning about future plans/options."
423,I got my masters in teaching.
424,"Completing higher levels of education is a reliable way to earn more money and live a happier life, so I'm determined to do so."
425,I am glad I finished college.  Now I have the degree to become a teacher.
426,I have always been around the water.
427,"My dad is a contractor, but on his off days he comes home and takes us all to the beaches where he used to surf and volunteer as a lifeguard."
428,"i'm a lifeguard, but my dad is a worker offshore."
429,I know a lot of people -- usually kids though -- that probably have some similar ideas of themselves.
430,My siblings feel they are somehow buccaneers.  One of them is just starting school.
431,I have a little sister that pretends like that.  She just started school.
432,I wish I could spend more time with him.
433,I am a vet.
434,When I was in college I took in one of my classmate's dog but it ran away.
435,"Me too, I like to surround myself in happiness, and things that will comfort me and others."
436,"I dislike hatred and I like things like respect, love, admiration, and other good qualities. In fact, in my opinion, I like the best stuff."
437,"I do too, but sometimes I have fed off or feed off of it when things go wrong."
438,My education has helped me understand so much.  Religious studies has opened my eyes to my own religion.
439,I also care about my church.
440,"I heard you were accepted into a really great private school, isn't it that Catholic school in the city? Are you religious?"
441,"I love my new library job because the building is located next door to the ocean, so I get to listen to the waves."
442,I like to stay on land at my job rather than swim in the ocean and drown.
443,i much prefer curling up with a good book
444,I'm friends with a lot of my parents co-workers kids. my dad works at the mill and my mom is a teacher.
445,"I am not familiar with phone stuff but I know various musical instruments, such as guitars."
446,Your mom has your phone? What are you doing right now?
447,My family doesn't let me use my phone when I'm practicing my guitar.
448,I prefer italian food.
449,"I only like one Italian dish, though."
450,Sometimes I get tired of Mexican food.  So I order Italian
451,"One time while cooking, I accidentally dropped a very sharp knife on my foot."
452,"One time when I was cooking I almost cut off my finger with a knife. It would match my foot, because I have a missing pinky toe."
453,I also have had accidents while cooking.
454,I'm never going to retire either.  I want to work regular hours all my life.
455,I love my job.
456,You must work a lot of hours if you like it so much.
457,I love jalapenos and rately change my appearance when I go out to eat some.
458,They are so hot that they make my skin turn red.
459,I eat so much I need to go on a diet.
460,I use human automation in my business.
461,I like working with machines.
462,Wow that sounds like an exciting field.
463,"I had to get a job as a teenager because my parents both died young, and the advertising world gave me the stability I needed."
464,It has been tough but I still succeeded.
465,Sad to hear that happened then. How did you cope with it?
466,I watched my dad's funeral online.
467,"My father passed away when I was a teen, which affected me strongly. I'll admit, I kind of withdrew from the world because of it. It's kinda lonely, but I don't mind; I just stay home all day and download videos online."
468,I liked to play alot of video games when I was a teen and now I download them online.
469,I would much rather walk and see the sights because I find joy in the littlest things.
470,"I read the stories out loud, but I have poor eyesight."
471,I like cool glasses when people tell me stories.
472,"Well, I have a good story for you.  It's about why I sport trendy lenses."
473,I'd love to go to the mall with you! I'm stuck home doing chores and I hate cleaning.
474,"Me too! When I go to the mall, my husband do house cleaning"
475,"I would lose my head it if were not attached to my shoulders, but I have to try not to be so careless because I recently became a pet owner and now I own a cute puppy."
476,My puppy is constantly getting away from my when I take him out on walks. I lose track of a lot of things.
477,I hope that despite that I can take care of my puppy.
478,I love to watch birds.
479,"That stinks, I'm sorry. I just got in on a basketball scholarship."
480,"I dropped out of college a month ago and I'm not sure what I'm going to do with my life, but I'll probably pursue an athletic career because I like basketball."
481,"I have a son. I love cooking for him, as i am a great cook."
482,"I am trying to cook better meals for my family, do you have any family friendly recipes?"
483,"I've never had children, so I had time to develop hobbies, and I'm a great cook if I do say so myself."
484,That is weird that they think you act like their father.  I sometimes prefer to deal with objects instead of people.
485,How we act and feel can totally be related to what kind of living arrangement we grow to be a part of.
486,"That's weird, is that what your mom wants? Or are you just drawn to them in that way?"
487,"Most lawyer firms require their employees to be clean shaven, so I couldn't have a beard if I worked there."
488,"I could never work or basically be a lawyer or such -- too much stress and too ""unfit"" for me."
489,All the lawyers I've met don't have much hair.
490,What do you normally shop for?
491,"If I can see the number to win lottery, I am going to shop everyday. So I am really into the powers of crystals."
492,I'm going to make my new adopted pet a sweater for cold weather.
493,"Maybe I need a hobby like that, although I am pretty busy right now, as I just adopted a pet."
494,I like making dog leashes.
495,I just made a new dog bed.  I adopted a dog last week.
496,i am making a sweater for my dog.
497,I'm going to make my pet a bed to sleep in.
498,"me too, i especially enjoy eating it while listening to rap music."
499,I like to listen to certain types of music when I grill meats.
500,I eat burgers when i listen to music.
501,"Since I'm single, I've had a lot more free time to do my own hobbies, like writing in my notebook and drawing."
502,I can spend hours and hours scribing in my notebooks. Sometimes I neglect people in my life because of it which is why I do not have a girlfriend at the moment.
503,I have time to scribe in my notebooks since I don't have a girlfriend.
504,"if I am not studying, I am on the water"
505,I like to go boating when I am on Spring Break from college.
506,"What kind of stuff do you tend to do there, besides studying or such?"
507,"I am in debt as well, plus I am failing some of my classes."
508,I can't sit still long enough to read an entire book. I stay active most of the time. I enjoy swimming.
509,I read one about a swimming team in the future.
510,I had to have a tracheotomy when I had an allergic reaction. It still affects me.
511,However I feel really close to my mom and sisters.  I put them close to my heart in ink so I have three tattoos.
512,I made sure to get a tattoo for all of my parents and grandparents that are alive.
513,My Dad is a tattoo artist.
514,One of my students thinks I should perform in movies
515,I think that animals should have rights too.
516,I love animals as well which I why I chose to work for peta.
517,The reason I work for peta is because I care about animals so much and think they deserve equal rights as humans.
518,I played the piano at my father's funeral.
519,He taught me a love for music.
520,"My father is dead, which makes me sad because he taught me everything I know, like my musical skill, which you would really see when I play piano!"
521,It's healthy to surround yourself with some type of companionship.
522,I really enjoy spending time with animals.
523,"I am an animal person too, do any of your friends have pets"
524,I usually get a stuffy nose when around a nail salon.
